model,true_torus_distance,learned_distance
r2_gw,0.7457875609397888,0.637907862663269
r2_gw,0.6193684339523315,0.744253933429718
r2_gw,0.6416685581207275,0.6583529710769653
r2_gw,0.5066887140274048,0.6148924231529236
r2_gw,0.6245969533920288,0.07258494198322296
r2_gw,0.09983523935079575,0.26352497935295105
r2_gw,0.6512041687965393,0.7865039706230164
r2_gw,0.6134878396987915,0.6074459552764893
r2_gw,0.7608722448348999,0.5532500147819519
r2_gw,0.2670091390609741,0.16714392602443695
r2_gw,0.46848613023757935,0.4228978753089905
r2_gw,0.640487551689148,0.3903481960296631
r2_gw,0.5651389956474304,0.10878827422857285
r2_gw,0.5351848602294922,0.5472707748413086
r2_gw,0.7074418067932129,0.7100361585617065
r2_gw,0.35076937079429626,0.10716348141431808
r2_gw,0.7315697073936462,0.5612673163414001
r2_gw,0.7524122595787048,0.6569639444351196
r2_gw,0.33556053042411804,0.3458426296710968
r2_gw,0.2679654657840729,0.35454830527305603
r2_gw,0.29775169491767883,0.27264168858528137
r2_gw,0.11799255758523941,0.14642219245433807
r2_gw,0.20027293264865875,0.31650635600090027
r2_gw,0.14463162422180176,0.23953953385353088
r2_gw,0.863002598285675,0.6199826598167419
r2_gw,0.7685025334358215,0.6078367829322815
r2_gw,0.19799895584583282,0.15292395651340485
r2_gw,0.36742261052131653,0.10250163078308105
r2_gw,0.6862952709197998,0.8554547429084778
r2_gw,0.47236374020576477,0.5659704804420471
r2_gw,0.5368015766143799,0.038225360214710236
r2_gw,0.3558538854122162,0.05452520400285721
r2_gw,0.44991016387939453,0.5864139199256897
r2_gw,0.655788004398346,0.6934581995010376
r2_gw,0.46835094690322876,0.6351405382156372
r2_gw,0.7633081078529358,0.6594329476356506
r2_gw,0.2609182298183441,0.19419072568416595
r2_gw,0.22365377843379974,0.344653844833374
r2_gw,0.6294580698013306,0.5003371238708496
r2_gw,0.6285908222198486,0.5697664022445679
r2_gw,0.7845674753189087,0.6730263233184814
r2_gw,0.6388582587242126,0.5777335166931152
r2_gw,0.6227841377258301,0.6075937747955322
r2_gw,0.41918304562568665,0.4577016234397888
r2_gw,0.6922558546066284,0.6189960241317749
r2_gw,0.16463661193847656,0.25506216287612915
r2_gw,0.35781487822532654,0.1426953375339508
r2_gw,0.5745425224304199,0.6339655518531799
r2_gw,0.8813875317573547,0.6662307381629944
r2_gw,0.12328258156776428,0.018518513068556786
r2_gw,0.6942483186721802,0.6412783265113831
r2_gw,0.5168794989585876,0.5072079300880432
r2_gw,0.3386293053627014,0.26123693585395813
r2_gw,0.8725343942642212,0.582343339920044
r2_gw,0.3899378776550293,0.24240092933177948
r2_gw,0.39507362246513367,0.5255149602890015
r2_gw,0.4941202998161316,0.5914758443832397
r2_gw,0.5594308376312256,0.19493673741817474
r2_gw,0.8134908080101013,0.6175526976585388
r2_gw,0.7043712139129639,0.10005611181259155
r2_gw,0.6202316880226135,0.7653183937072754
r2_gw,0.7325007915496826,0.5764381885528564
r2_gw,0.5000806450843811,0.6197037696838379
r2_gw,0.5565516948699951,0.43756362795829773
r2_gw,0.5447028875350952,0.07759299129247665
r2_gw,0.3671266734600067,0.07755188643932343
r2_gw,0.48395997285842896,0.09014394134283066
r2_gw,0.7048873901367188,0.6775690317153931
r2_gw,0.8185098767280579,0.6799830198287964
r2_gw,0.7197221517562866,0.6031550168991089
r2_gw,0.747999370098114,0.631187915802002
r2_gw,0.5333030223846436,0.6936215162277222
r2_gw,0.708484947681427,0.5780000686645508
r2_gw,0.5575692057609558,0.10359401255846024
r2_gw,0.33057403564453125,0.2478152960538864
r2_gw,0.23462921380996704,0.3760397434234619
r2_gw,0.5533298254013062,0.6126071214675903
r2_gw,0.8495569229125977,0.6508875489234924
r2_gw,0.48352015018463135,0.4137231707572937
r2_gw,0.45456844568252563,0.6282438039779663
r2_gw,0.9045449495315552,0.6552304029464722
