model,true_so3_distance,learned_distance
r3_gw,0.5910362601280212,0.4259011447429657
r3_gw,0.9121980667114258,0.42433932423591614
r3_gw,0.6068505644798279,0.24207137525081635
r3_gw,0.26141828298568726,0.374007910490036
r3_gw,0.6881262063980103,0.4858537018299103
r3_gw,0.1165304034948349,0.0210109930485487
r3_gw,0.8543701171875,0.651492714881897
r3_gw,0.3302898705005646,0.3980288505554199
r3_gw,0.9121084213256836,0.5846891403198242
r3_gw,0.7464523911476135,0.581167459487915
r3_gw,0.6775609850883484,0.3622058033943176
r3_gw,0.9301972985267639,0.519512414932251
r3_gw,0.7253020405769348,0.5980413556098938
r3_gw,0.5973469614982605,0.5958007574081421
r3_gw,0.5435054302215576,0.421364426612854
r3_gw,0.301364928483963,0.3624224066734314
r3_gw,0.36555033922195435,0.15611302852630615
r3_gw,0.6181216835975647,0.40647703409194946
r3_gw,0.974102795124054,0.6028324961662292
r3_gw,0.34622007608413696,0.32254889607429504
r3_gw,0.8140237331390381,0.5671501159667969
r3_gw,0.8967404365539551,0.6766197085380554
r3_gw,0.5639801025390625,0.3652970790863037
r3_gw,0.7185129523277283,0.5525075793266296
r3_gw,0.8562068939208984,0.6433102488517761
r3_gw,0.6186392307281494,0.18266253173351288
r3_gw,0.7497026324272156,0.7139071226119995
r3_gw,0.6760132312774658,0.30754604935646057
r3_gw,0.6121662855148315,0.4441468417644501
r3_gw,0.9005224108695984,0.5832524299621582
r3_gw,0.7253769040107727,0.290069580078125
r3_gw,0.6756927371025085,0.5738086700439453
r3_gw,0.7443110942840576,0.665793776512146
r3_gw,0.9388943910598755,0.6125815510749817
r3_gw,0.6079806685447693,0.47812628746032715
r3_gw,0.9927517771720886,0.5691378712654114
r3_gw,0.7935091257095337,0.69344562292099
r3_gw,0.8569473028182983,0.5202140808105469
r3_gw,0.8489157557487488,0.6658191680908203
r3_gw,0.24802398681640625,0.43215298652648926
r3_gw,0.5243282318115234,0.6067154407501221
r3_gw,0.9634082317352295,0.20224793255329132
r3_gw,0.8692288994789124,0.6652641892433167
r3_gw,0.4746816158294678,0.47801756858825684
r3_gw,0.5789878368377686,0.4289429783821106
r3_gw,0.561764121055603,0.47624191641807556
r3_gw,0.7108810544013977,0.4139266014099121
r3_gw,0.9782333374023438,0.13441979885101318
r3_gw,0.37070077657699585,0.38255175948143005
r3_gw,0.9569433927536011,0.6636738777160645
r3_gw,0.3910338878631592,0.4122461974620819
r3_gw,0.6876227259635925,0.19511854648590088
r3_gw,0.6597775220870972,0.3576054573059082
r3_gw,0.557736337184906,0.6064769625663757
r3_gw,0.9970503449440002,0.4910649359226227
r3_gw,0.7094646096229553,0.41063207387924194
r3_gw,0.6069892048835754,0.4625371992588043
r3_gw,0.5477115511894226,0.4707242548465729
r3_gw,0.9838562607765198,0.792548656463623
r3_gw,0.6642550230026245,0.5044165849685669
