model,true_sphere_distance,learned_distance
r2_gw,0.9421180486679077,0.5684108138084412
r2_gw,0.386006236076355,0.15015169978141785
r2_gw,0.37381309270858765,0.11049043387174606
r2_gw,0.6264916062355042,0.38422107696533203
r2_gw,0.8475099205970764,0.5801296830177307
r2_gw,0.507391095161438,0.31375831365585327
r2_gw,0.8066214919090271,0.5315771102905273
r2_gw,0.8392746448516846,0.7033570408821106
r2_gw,0.779059648513794,0.6215856075286865
r2_gw,0.6107483506202698,0.34811434149742126
r2_gw,0.3446974754333496,0.15449149906635284
r2_gw,0.9717243313789368,0.4600374400615692
r2_gw,0.9641627073287964,0.6605443358421326
r2_gw,0.7192226052284241,0.4736493229866028
r2_gw,0.9406067728996277,0.3921673595905304
r2_gw,0.4431745111942291,0.39825981855392456
r2_gw,0.2994823455810547,0.19033677875995636
r2_gw,0.8023349642753601,0.5790172219276428
r2_gw,0.561689019203186,0.13450774550437927
r2_gw,0.17592547833919525,0.41481080651283264
r2_gw,0.9399796724319458,0.5408182740211487
r2_gw,0.7968693375587463,0.36315077543258667
r2_gw,0.7012279629707336,0.3032613694667816
r2_gw,0.9093563556671143,0.5506514310836792
r2_gw,0.6816927194595337,0.30008840560913086
r2_gw,0.9232646822929382,0.6076831221580505
r2_gw,0.8105996251106262,0.516995906829834
r2_gw,0.4853394627571106,0.31989219784736633
r2_gw,0.3097744286060333,0.22011595964431763
r2_gw,0.7339341044425964,0.244262233376503
r2_gw,0.9611693620681763,0.4079717695713043
r2_gw,0.3692876994609833,0.19427818059921265
r2_gw,0.7858180999755859,0.5201743841171265
r2_gw,0.34382790327072144,0.13576239347457886
r2_gw,0.3646427094936371,0.23762907087802887
r2_gw,0.7584202885627747,0.3840722143650055
r2_gw,0.9378414154052734,0.660508930683136
r2_gw,0.8206222057342529,0.6242936849594116
r2_gw,0.9076467156410217,0.509448766708374
r2_gw,0.7956902980804443,0.5070334076881409
r2_gw,0.5055914521217346,0.19090121984481812
r2_gw,0.12783832848072052,0.04831825941801071
r2_gw,0.9456030130386353,0.6590434312820435
r2_gw,0.8946832418441772,0.5220369696617126
r2_gw,0.7845032215118408,0.5312140583992004
r2_gw,0.5313811302185059,0.2369934618473053
r2_gw,0.9193702936172485,0.5266870260238647
r2_gw,0.6901981830596924,0.4255046844482422
r2_gw,0.1135033369064331,0.03525719419121742
r2_gw,0.7262532114982605,0.5242891311645508
r2_gw,0.9792994856834412,0.538927435874939
r2_gw,0.28582319617271423,0.192051962018013
r2_gw,0.1931936889886856,0.12774018943309784
r2_gw,0.3388374149799347,0.3621838092803955
r2_gw,0.9449993968009949,0.6703898906707764
r2_gw,0.2746845781803131,0.23828309774398804
r2_gw,0.5593429803848267,0.5640357136726379
r2_gw,0.829164445400238,0.4832683801651001
r2_gw,0.15312054753303528,0.11165270209312439
r2_gw,0.7851168513298035,0.21935880184173584
r2_gw,0.8569831848144531,0.5350576043128967
r2_gw,0.37290847301483154,0.5352298617362976
r2_gw,0.756417453289032,0.8080209493637085
r2_gw,0.7964807152748108,0.6669188141822815
r2_gw,0.9289981126785278,0.6414875984191895
r2_gw,0.9252872467041016,0.649617612361908
r2_gw,0.4231230318546295,0.23989558219909668
r2_gw,0.7284296154975891,0.09768146276473999
r2_gw,0.9188832640647888,0.6789459586143494
r2_gw,0.8757709860801697,0.7913858890533447
r2_gw,0.5501862168312073,0.3164694309234619
r2_gw,0.9024725556373596,0.7694765329360962
r2_gw,0.518282413482666,0.6231966018676758
r2_gw,0.9316728711128235,0.6634116768836975
r2_gw,0.5347312688827515,0.3099897801876068
r2_gw,0.7587350010871887,0.48789551854133606
r2_gw,0.6767185926437378,0.16183766722679138
r2_gw,0.5313300490379333,0.3783256411552429
r2_gw,0.9480352401733398,0.572170078754425
